volgnr1z,buurtz,gebplmz,gebjrmz,relimz,bsmz,bersmz,berpmz,gebjrvz,gebplvaz,relivz,nrkindz,nrbodez,nrhgz,relhfdz,grondblz,pblz,patblz,totblz,jrhu1z,bervamz,bervavz,bermhuz,bervhuz,bergt1z,relgt1z,bergt2z,relgt2z,bergt3z,relgt3z,bergt4z,relgt4z,hugeldz,hulftaz,volgnr2z,hulftbz,bsvz,gebplvbz,vamasdz,pblvamz,vavasdz,pblvavz
203851,37,Duitsland,1815,Evangelisch Luthers,gehuwd,warenhandel,koopman,1826,Duitsland,Evangelisch Luthers,4,0,0,-1,79,26,58,163,1854,vader overleden,landbouwer,kantoorbediende,zonder,bakker,geen familie,ambachtsman,geen familie,bakker,geen familie,ambachtsman,geen familie,"f.4,-",38,203852,21,3,Duitsland,buiten asd of dood,0,buiten asd of dood,0
203901,4,Amsterdam,1829,Evangelisch Luthers,ongehuwd,overigen,overigen,-1,-1,-1,0,0,0,-1,0,0,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,203902,-1,-1,-1,-1,-1,-1,-1
203951,8,Amsterdam,1837,Rooms Katholiek,gehuwd,103,ambachtsman,1842,Amsterdam,Rooms Katholiek,2,0,0,-1,89,23,28,140,1863,ambachtsman,vader overleden,ambachtsman,zonder,artistiek beroep,broer/zwager vrouw,stalhouder,broer/zwager vrouw,timmerman,broer/zwager man,ambachtsman,broer/zwager man,"f.4,-",25,203952,21,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
204001,33,Amsterdam,1844,Evangelisch Luthers,gehuwd,193,koopman,1845,platteland Nederland,Doopsgezind,5,3,0,-1,73,286,245,604,1875,vader overleden,fabrikanten,koopman,zonder,fabrikanten,broer/zwager vrouw,fabrikanten,broer/zwager vrouw,zonder,oom/neef man,zonder,oom/neef man,geen of onbekend,30,204002,29,3,platteland Nederland,buiten asd of dood,0,in Amsterdam,0
204051,21,Amsterdam,1844,Ned. Israelitisch,gehuwd,12,diamantbewerking,1849,Amsterdam,Ned. Israelitisch,7,1,1,geen familie,26,84,2,112,1872,vader overleden,vader overleden,diamantbewerking,zonder,diamantbewerking,broer/zwager vrouw,zonder,oom/neef vrouw,winkelier,oom/neef vrouw,240,broer/zwager man,"f.15,-",28,204052,23,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
204101,43,platteland Nederland,1825,Doopsgezind,weduwnaar,232,commissionair,1832,steden Nederland,Nederlands Hervormd,3,1,0,-1,44,98,38,181,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204102,-1,-1,-1,-1,-1,-1,-1
204151,2,Amsterdam,1841,Ned. Israelitisch,gehuwd,12,diamantbewerking,1839,Amsterdam,Ned. Israelitisch,6,2,1,geen familie,55,60,2,116,1869,diamantbewerking,zonder,diamantbewerking,zonder,zonder,vader vrouw,diamantbewerking,broer/zwager man,diamantbewerking,geen familie,ambachtsman,geen familie,geen of onbekend,28,204152,30,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
204201,11,platteland Nederland,1839,Rooms Katholiek,gehuwd,207,240,1843,Amsterdam,Rooms Katholiek,0,0,2,ander familielid,0,86,26,112,1869,winkelier,vader overleden,werklieden,dienstbode,werklieden,geen familie,werklieden,geen familie,werklieden,geen familie,werklieden,geen familie,"f.4,-",29,204202,25,weduwe,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
204251,20,Amsterdam,1836,Nederlands Hervormd,gehuwd,32,"timmerman, makelaar",1836,Amsterdam,Nederlands Hervormd,3,0,0,-1,39,104,31,174,1863,vader overleden,vader overleden,timmerman,dienstbode,ambachtsman,broer/zwager vrouw,ambachtsman,broer/zwager vrouw,ambachtsman,oom/neef man,ambachtsman,geen familie,geen of onbekend,26,204252,27,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
204301,48,Amsterdam,1837,Waals Hervormd,gehuwd,zonder beroep,zonder,1837,Amsterdam,Waals Hervormd,5,3,1,ander familielid,0,529,0,529,1860,commissionair,vader overleden,commissionair,zonder,commissionair,broer/zwager man,koopman,oom/neef man,onderwijzer,broer/zwager vrouw,assuradeurs,broer/zwager vrouw,"f.50,-",22,204302,22,3,Amsterdam,buiten asd of dood,205,buiten asd of dood,0
204351,43,Amsterdam,1849,Nederlands Hervormd,gehuwd,tussenhandel,commissionair,1849,overig buitenland,"Overig, zonder",6,3,0,-1,0,338,173,511,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204352,-1,-1,-1,-1,-1,-1,-1
204401,43,Amsterdam,1839,Evangelisch Luthers,gehuwd,163,suikerraffinadeurs,1847,Amsterdam,Evangelisch Luthers,1,1,0,-1,0,100,87,187,1871,suikerraffinadeurs,kantoorbediende,suikerraffinadeurs,zonder,suikerraffinadeurs,vader man,suikerraffinadeurs,broer/zwager man,suikerraffinadeurs,broer/zwager man,zonder,broer/zwager man,"f.15,-",31,204402,24,3,Amsterdam,in Amsterdam,0,in Amsterdam,34
204451,22,Amsterdam,1813,Ned. Israelitisch,weduwnaar,12,diamantbewerking,1819,Amsterdam,Ned. Israelitisch,6,1,0,-1,260,40,4,304,1841,diamantbewerking,diamantbewerking,diamantbewerking,zonder,diamantbewerking,broer/zwager man,diamantbewerking,broer/zwager man,diamantbewerking,geen familie,ambachtsman,geen familie,geen of onbekend,28,204452,23,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
204501,44,Amsterdam,1829,Evangelisch Luthers,gehuwd,zonder beroep,zonder,1815,Amsterdam,Nederlands Hervormd,0,1,0,-1,196,51,0,247,1860,ambachtsman,vader overleden,bakker,eigen bedrijf,timmerman,broer/zwager man,ambachtsman,oom/neef man,bakker,oom/neef man,commissionair,geen familie,"f.4,-",31,204502,45,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
204551,12,Amsterdam,1820,Nederlands Hervormd,gehuwd,195,winkelier,1826,Amsterdam,Evangelisch Luthers,0,1,0,-1,89,93,77,258,1847,winkelier,vader overleden,zonder,zonder,winkelier,broer/zwager man,winkelier,broer/zwager man,zonder,oom/neef vrouw,ambachtsman,oom/neef vrouw,geen of onbekend,26,204552,23,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
204601,33,Amsterdam,1827,Nederlands Hervormd,gehuwd,warenhandel,koopman,1835,Duitsland,Nederlands Hervormd,7,2,0,-1,83,189,442,714,1860,koopman,zonder,koopman,zonder,koopman,broer/zwager man,arts,broer/zwager man,makelaar,oom/neef vrouw,koopman,oom/neef vrouw,"f.15,-",32,204602,24,3,Duitsland,in Amsterdam,180,buiten asd of dood,0
204651,36,Amsterdam,1849,Rooms Katholiek,gehuwd,32,fabrikanten,1858,Amsterdam,Rooms Katholiek,3,3,0,-1,141,217,26,383,1880,koopman,koopman,fabrikanten,zonder,zonder,broer/zwager vrouw,zonder,broer/zwager man,zonder,broer/zwager vrouw,fabrikanten,geen familie,geen of onbekend,31,204652,22,3,Amsterdam,in Amsterdam,510,in Amsterdam,271
204701,36,Amsterdam,1846,Rooms Katholiek,gehuwd,voedingsmiddelen,fabrikanten,1846,Amsterdam,Rooms Katholiek,2,2,0,-1,0,107,93,200,1870,fabrikanten,koopman,fabrikanten,zonder,koopman,broer/zwager vrouw,ambachtsman,oom/neef vrouw,apotheker,oom/neef vrouw,koopman,oom/neef vrouw,"f.15,-",23,204702,24,3,Amsterdam,in Amsterdam,244,in Amsterdam,164
204751,36,Amsterdam,1847,Rooms Katholiek,gehuwd,162,bakker,1845,steden Nederland,Rooms Katholiek,4,1,0,-1,21,72,21,114,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204752,-1,-1,-1,-1,-1,-1,-1
204801,8,Amsterdam,1849,Nederlands Hervormd,gehuwd,224,assuradeurs,1854,Amsterdam,Nederlands Hervormd,4,0,0,-1,0,129,51,180,1873,zonder,240,assuradeurs,zonder,commissionair,oom/neef man,koopman,broer/zwager vrouw,militair,broer/zwager vrouw,commissionair,geen familie,"f.15,-",24,204802,19,3,Amsterdam,buiten asd of dood,0,in Amsterdam,36
204851,23,platteland Nederland,1830,Rooms Katholiek,gehuwd,103,ambachtsman,1836,Amsterdam,Rooms Katholiek,4,0,0,-1,196,209,30,435,1862,ambachtsman,ambachtsman,ambachtsman,naaister,ambachtsman,vader man,ambachtsman,broer/zwager man,ambachtsman,geen familie,schipper,geen familie,"f.4,-",32,204852,26,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
204901,7,Amsterdam,1816,Waals Hervormd,ongehuwd,tussenhandel,commissionair,-1,-1,-1,0,1,3,ander familielid,0,76,237,312,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,204902,-1,-1,-1,-1,-1,-1,-1
204951,22,Amsterdam,1827,Rooms Katholiek,gehuwd,zonder beroep,zonder,1825,steden Nederland,Rooms Katholiek,1,0,1,ander familielid,177,71,0,248,1851,zonder,koopman,cargadoors,zonder,zonder,oom/neef vrouw,ambachtsman,oom/neef vrouw,240,oom/neef vrouw,ambtenaar,oom/neef vrouw,geen of onbekend,24,204952,26,3,steden Nederland,in Amsterdam,0,buiten asd of dood,0
205001,49,Amsterdam,1838,Evangelisch Luthers,ongehuwd,warenhandel,koopman,-1,-1,-1,0,2,1,ander familielid,0,152,22,174,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205002,-1,-1,-1,-1,-1,-1,-1
205051,11,Amsterdam,1838,Nederlands Hervormd,gehuwd,zonder beroep,zonder,1847,steden Nederland,Nederlands Hervormd,0,0,0,-1,0,907,0,907,1877,vader overleden,240,240,zonder,koopman,broer/zwager man,bakker,broer/zwager man,onderwijzer,broer/zwager man,koopman,broer/zwager man,geen of onbekend,41,205052,29,3,steden Nederland,buiten asd of dood,0,buiten asd of dood,0
205151,48,Amsterdam,1841,Nederlands Hervormd,gehuwd,leerbewerking,fabrikanten,1844,Amsterdam,Remonstrants,5,2,0,-1,42,149,0,191,1864,commissionair,koopman,ambachtsman,zonder,assuradeurs,oom/neef man,zonder,oom/neef man,winkelier,broer/zwager vrouw,fabrikanten,broer/zwager vrouw,"f.25,-",22,205152,21,3,Amsterdam,in Amsterdam,66,in Amsterdam,112
205201,48,Amsterdam,1830,Hersteld Luthers,gehuwd,warenhandel,koopman,1830,Amsterdam,Evangelisch Luthers,4,2,0,-1,109,352,191,652,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205202,-1,-1,-1,-1,-1,-1,-1
205251,36,Amsterdam,1823,Waals Hervormd,ongehuwd,zonder beroep,zonder,-1,-1,-1,0,0,0,-1,57,110,0,168,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205252,-1,-1,-1,-1,-1,-1,-1
205301,21,Amsterdam,1843,Port. Israelitisch,gehuwd,zonder beroep,zonder,1843,steden Nederland,Port. Israelitisch,1,2,0,-1,44,110,0,154,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205302,-1,-1,-1,-1,-1,-1,-1
205351,23,steden Nederland,1815,Ned. Israelitisch,gehuwd,warenhandel,koopman,1815,Amsterdam,Ned. Israelitisch,0,2,0,-1,263,409,198,870,1845,fabrikanten,zonder,koopman,zonder,zonder,vader vrouw,koopman,broer/zwager man,koopman,geen familie,zonder,oom/neef vrouw,geen of onbekend,30,205352,32,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
205401,35,Amsterdam,1819,Nederlands Hervormd,gehuwd,259,boekhouder,1826,platteland Nederland,Nederlands Hervormd,4,0,0,-1,39,99,22,160,1860,vader overleden,vader overleden,boekhouder,zonder,apotheker,broer/zwager man,apotheker,broer/zwager man,makelaar,broer/zwager vrouw,ambtenaar,broer/zwager vrouw,"f.25,-",40,205402,33,3,platteland Nederland,buiten asd of dood,0,buiten asd of dood,0
205451,40,Amsterdam,1832,Evangelisch Luthers,gehuwd,224,assuradeurs,1834,Amsterdam,Hersteld Luthers,7,0,0,-1,86,20,14,121,1857,vader overleden,ambachtsman,koopman,zonder,ambachtsman,oom/neef vrouw,ambachtsman,oom/neef vrouw,timmerman,oom/neef vrouw,werklieden,geen familie,"f.4,-",25,205452,22,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
205501,35,steden Nederland,1848,Nederlands Hervormd,gehuwd,vrije beroepen,arts,1849,Amsterdam,Doopsgezind,3,2,0,-1,68,123,26,216,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205502,-1,-1,-1,-1,-1,-1,-1
205551,35,Amsterdam,1823,Rooms Katholiek,gehuwd,zonder beroep,zonder,1825,Amsterdam,Rooms Katholiek,0,1,0,-1,111,49,0,159,1848,koopman,vader overleden,molenaar,winkelierster,ambachtsman,geen familie,ambachtsman,geen familie,timmerman,geen familie,landbouwer,geen familie,geen of onbekend,25,205552,22,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
205601,10,Amsterdam,1828,Nederlands Hervormd,gehuwd,chemische bedrijven,apotheker,1829,Amsterdam,Nederlands Hervormd,5,2,0,-1,0,96,38,134,1852,vader overleden,apotheker,apotheker,zonder,koopman,oom/neef vrouw,winkelier,broer/zwager man,koopman,geen familie,drogist,geen familie,"f.15,-",24,205602,23,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
205651,40,Amsterdam,1840,Evangelisch Luthers,gehuwd,32,"timmerman, makelaar",1838,platteland Nederland,Evangelisch Luthers,2,0,0,-1,26,44,47,117,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205652,-1,-1,-1,-1,-1,-1,-1
205701,36,Amsterdam,1808,Nederlands Hervormd,weduwnaar,zonder beroep,zonder,1815,Amsterdam,Nederlands Hervormd,0,3,0,-1,63,310,0,373,1851,fabrikanten,vader overleden,fabrikanten,zonder,timmerman,broer/zwager vrouw,ambtenaar,oom/neef vrouw,commissionair,geen familie,ambtenaar,geen familie,geen of onbekend,42,205702,36,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
205751,48,Amsterdam,1848,Remonstrants,gehuwd,238,makelaar,1853,Duitsland,Evangelisch Luthers,1,1,0,-1,0,123,26,148,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,205752,-1,-1,-1,-1,-1,-1,-1
205801,44,platteland Nederland,1816,Nederlands Hervormd,gehuwd,103,ambachtsman,1824,Amsterdam,Nederlands Hervormd,0,0,1,ander familielid,82,19,26,127,1844,ambachtsman,ambachtsman,werklieden,zonder,werklieden,broer/zwager man,koopman,oom/neef vrouw,240,geen familie,ambachtsman,geen familie,geen of onbekend,27,205802,20,3,Amsterdam,buiten asd of dood,0,in Amsterdam,0
205851,20,Amsterdam,1846,Waals Hervormd,gehuwd,warenhandel,kantoorbediende,1848,platteland Nederland,Waals Hervormd,0,0,0,-1,0,40,109,149,1872,vader overleden,vader overleden,kantoorbediende,zonder,ambachtsman,broer/zwager man,ambachtsman,broer/zwager man,koopman,geen familie,koopman,geen familie,"f.15,-",25,205852,23,3,platteland Nederland,buiten asd of dood,0,buiten asd of dood,0
205901,24,Amsterdam,1831,Waals Hervormd,gehuwd,207,240,1834,Amsterdam,Nederlands Hervormd,2,1,1,ander familielid,52,121,14,187,1858,koopman,240,240,zonder,predikant,broer/zwager man,assuradeurs,broer/zwager man,boekhouder,geen familie,ambtenaar,geen familie,"f.15,-",27,205902,24,3,Amsterdam,in Amsterdam,66,in Amsterdam,133
205951,1,Amsterdam,1843,Rooms Katholiek,gehuwd,warenhandel,koopman,1853,Amsterdam,Rooms Katholiek,3,2,0,-1,125,289,127,541,1869,vader overleden,apotheker,koopman,zonder,apotheker,broer/zwager vrouw,zonder,broer/zwager vrouw,koopman,oom/neef vrouw,zonder,oom/neef man,"f.25,-",26,205952,22,3,Amsterdam,buiten asd of dood,0,in Amsterdam,230
206001,34,Amsterdam,1838,Rooms Katholiek,gehuwd,207,240,1842,Amsterdam,Rooms Katholiek,1,0,0,-1,68,49,101,218,1862,ambachtsman,240,ambachtsman,zonder,240,oom/neef man,fabrikanten,oom/neef man,timmerman,geen familie,ambachtsman,geen familie,"f.4,-",24,206002,20,3,Amsterdam,in Amsterdam,0,in Amsterdam,33
206051,6,Amsterdam,1817,Evangelisch Luthers,gehuwd,zonder beroep,zonder,1818,Amsterdam,Evangelisch Luthers,3,0,0,-1,100,35,0,135,1849,vader overleden,vader overleden,koopman,zonder,makelaar,oom/neef man,ambachtsman,oom/neef man,zonder,geen familie,zonder,geen familie,geen of onbekend,32,206052,31,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
206101,11,Amsterdam,1839,Evangelisch Luthers,ongehuwd,tussenhandel,commissionair,-1,-1,-1,0,1,2,ander familielid,157,96,38,291,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,206102,-1,-1,-1,-1,-1,-1,-1
206151,5,steden Nederland,1836,Nederlands Hervormd,gehuwd,207,240,1814,steden Nederland,Nederlands Hervormd,0,0,1,ander familielid,47,110,52,210,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,206152,-1,-1,-1,-1,-1,-1,-1
206201,2,Amsterdam,1832,Rooms Katholiek,gehuwd,224,assuradeurs,1834,Amsterdam,Rooms Katholiek,8,2,0,-1,0,112,316,428,1857,vader overleden,makelaar,commissionair,zonder,kantoorbediende,broer/zwager man,makelaar,broer/zwager vrouw,koopman,broer/zwager vrouw,koopman,oom/neef vrouw,"f.15,-",24,206202,23,3,Amsterdam,buiten asd of dood,0,in Amsterdam,84
206251,33,Amsterdam,1822,Evangelisch Luthers,gehuwd,warenhandel,koopman,1822,platteland Nederland,Nederlands Hervormd,2,0,0,-1,91,41,80,212,1851,koopman,vader overleden,werklieden,zonder,ambachtsman,broer/zwager man,zonder,broer/zwager man,240,oom/neef man,bakker,geen familie,geen of onbekend,27,206252,28,3,platteland Nederland,in Amsterdam,0,buiten asd of dood,0
206301,16,Amsterdam,1826,Ned. Israelitisch,ongehuwd,zonder beroep,zonder,-1,-1,-1,0,0,0,-1,3620,0,0,362,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,206302,-1,-1,-1,-1,-1,-1,-1
206351,47,platteland Nederland,1829,Nederlands Hervormd,gehuwd,34,aannemers,1833,platteland Nederland,Nederlands Hervormd,3,0,0,-1,0,23,119,142,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,206352,-1,-1,-1,-1,-1,-1,-1
206401,20,platteland Nederland,1826,Nederlands Hervormd,gehuwd,verkeerswegen,cargadoors,1827,Amsterdam,Nederlands Hervormd,7,2,0,-1,0,217,294,512,1852,predikant,ambachtsman,cargadoors,zonder,zonder,broer/zwager man,arts,broer/zwager man,koopman,oom/neef vrouw,ambachtsman,oom/neef vrouw,"f.15,-",26,206402,25,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
206451,36,Amsterdam,1823,Rooms Katholiek,gehuwd,warenhandel,koopman,1820,steden Nederland,Rooms Katholiek,0,2,0,-1,83,156,119,358,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,206452,-1,-1,-1,-1,-1,-1,-1
206501,22,Amsterdam,1834,Ned. Israelitisch,gehuwd,warenhandel,koopman,1840,Amsterdam,Ned. Israelitisch,0,2,0,-1,34,123,119,276,1861,ambachtsman,koopman,zonder,zonder,commissionair,broer/zwager vrouw,zonder,broer/zwager vrouw,artistiek beroep,geen familie,commissionair,geen familie,"f.15,-",26,206502,20,3,Amsterdam,in Amsterdam,69,in Amsterdam,161
206551,19,Amsterdam,1839,Nederlands Hervormd,gehuwd,scheepsbouw,timmerman,1839,steden Nederland,Rooms Katholiek,2,0,0,-1,0,0,119,119,1867,timmerman,ambachtsman,timmerman,zonder,timmerman,broer/zwager man,ambachtsman,oom/neef man,ambachtsman,geen familie,ambachtsman,geen familie,geen of onbekend,27,206552,28,3,steden Nederland,in Amsterdam,0,buiten asd of dood,0
206601,47,steden Nederland,1829,Waals Hervormd,gehuwd,256,"ingenieur, architect",1836,platteland Nederland,Waals Hervormd,2,1,0,-1,0,121,0,121,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,206602,-1,-1,-1,-1,-1,-1,-1
206651,24,Amsterdam,1806,Nederlands Hervormd,gehuwd,verlichting,fabrikanten,1825,overig buitenland,Waals Hervormd,2,4,0,-1,198,942,416,1556,1848,vader overleden,zonder,zonder,zonder,ambtenaar,geen familie,advocaat,geen familie,zonder,geen familie,zonder,geen familie,geen of onbekend,41,206652,22,3,Duitsland,buiten asd of dood,0,buiten asd of dood,0
206701,28,Amsterdam,1835,Nederlands Hervormd,ongehuwd,zonder beroep,zonder,-1,-1,-1,0,0,0,-1,39,88,0,127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,206702,-1,-1,-1,-1,-1,-1,-1
206751,23,Amsterdam,1844,Evangelisch Luthers,ongehuwd,warenhandel,koopman,-1,-1,-1,0,0,0,-1,0,0,237,237,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,206752,-1,-1,-1,-1,-1,-1,-1
206801,24,Amsterdam,1845,Evangelisch Luthers,gehuwd,warenhandel,koopman,1850,Amsterdam,Evangelisch Luthers,1,2,0,-1,0,154,0,154,1878,arts,vader overleden,koopman,zonder,arts,vader man,zonder,broer/zwager man,koopman,oom/neef vrouw,commissionair,geen familie,geen of onbekend,32,206802,27,3,Amsterdam,in Amsterdam,633,-1,-1
206851,30,Amsterdam,1833,Doopsgezind,gehuwd,voedingsmiddelen,fabrikanten,1845,Amsterdam,Doopsgezind,3,1,0,-1,0,98,79,177,1860,kantoorbediende,commissionair,fabrikanten,zonder,zonder,broer/zwager man,winkelier,broer/zwager man,winkelier,broer/zwager vrouw,fabrikanten,oom/neef vrouw,"f.15,-",27,206852,26,3,platteland Nederland,in Amsterdam,44,in Amsterdam,85
206901,28,Amsterdam,1841,Evangelisch Luthers,weduwnaar,warenhandel,koopman,1843,Amsterdam,Evangelisch Luthers,2,0,0,-1,230,229,237,695,1867,koopman,koopman,koopman,zonder,makelaar,geen familie,koopman,geen familie,koopman,broer/zwager man,koopman,broer/zwager man,buitenlands,25,206902,23,3,Amsterdam,in Amsterdam,664,buiten asd of dood,0
206951,1,Amsterdam,1839,Evangelisch Luthers,weduwnaar,103,ambachtsman,1837,Amsterdam,Nederlands Hervormd,5,0,0,-1,77,27,33,137,1864,timmerman,240,ambachtsman,zonder,timmerman,broer/zwager man,ambachtsman,geen familie,winkelier,geen familie,landbouwer,geen familie,"f.4,-",24,206952,27,3,Amsterdam,in Amsterdam,0,in Amsterdam,22
207001,5,steden Nederland,1841,Nederlands Hervormd,gehuwd,voedingsmiddelen,240,1850,platteland Nederland,Nederlands Hervormd,4,1,0,-1,0,27,320,347,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,207002,-1,-1,-1,-1,-1,-1,-1
207051,22,steden Nederland,1829,Nederlands Hervormd,ongehuwd,zonder beroep,zonder,-1,-1,-1,0,3,0,-1,0,412,0,412,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,207052,-1,-1,-1,-1,-1,-1,-1
207101,11,Amsterdam,1857,Rooms Katholiek,ongehuwd,warenhandel,koopman,-1,-1,-1,0,0,0,-1,0,0,119,119,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,207102,-1,-1,-1,-1,-1,-1,-1
207151,35,Amsterdam,1852,Nederlands Hervormd,gehuwd,34,aannemers,1854,Amsterdam,Nederlands Hervormd,0,0,0,-1,0,32,187,219,1877,timmerman,timmerman,timmerman,zonder,timmerman,broer/zwager vrouw,koopman,geen familie,timmerman,geen familie,timmerman,geen familie,geen of onbekend,24,207152,22,3,Amsterdam,in Amsterdam,0,in Amsterdam,0
207201,21,Amsterdam,1828,Ned. Israelitisch,gehuwd,239,commissionair,1842,steden Nederland,Rooms Katholiek,11,3,0,-1,0,125,38,164,1855,winkelier,winkelier,zonder,zonder,winkelier,broer/zwager vrouw,zonder,oom/neef vrouw,ambachtsman,broer/zwager man,koopman,geen familie,"f.4,-",26,207202,21,3,Amsterdam,in Amsterdam,96,in Amsterdam,68
207251,44,platteland Nederland,1848,Doopsgezind,gehuwd,167,fabrikanten,1856,Amsterdam,Nederlands Hervormd,2,1,1,ander familielid,52,65,26,142,1877,vader overleden,vader overleden,fabrikanten,zonder,koopman,broer/zwager man,koopman,broer/zwager man,koopman,broer/zwager vrouw,fabrikanten,oom/neef vrouw,geen of onbekend,28,207252,20,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
207301,37,Amsterdam,1836,Nederlands Hervormd,gehuwd,238,makelaar,1839,Amsterdam,Nederlands Hervormd,3,1,0,-1,101,61,14,177,1860,koopman,vader overleden,ambachtsman,zonder,schipper,broer/zwager man,schipper,broer/zwager man,timmerman,geen familie,ambachtsman,geen familie,"f.4,-",23,207302,20,3,Amsterdam,in Amsterdam,0,buiten asd of dood,0
207351,10,Duitsland,1837,Rooms Katholiek,gehuwd,256,vrij beroep,1839,platteland Nederland,Rooms Katholiek,1,1,0,-1,0,76,52,128,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,207352,-1,-1,-1,-1,-1,-1,-1
207401,3,Amsterdam,1817,Ned. Israelitisch,gehuwd,203,koopman,1824,overig buitenland,Ned. Israelitisch,2,1,0,-1,0,115,127,242,1845,koopman,ambachtsman,koopman,zonder,artistiek beroep,broer/zwager man,vrij beroep,oom/neef man,onderwijzer,broer/zwager vrouw,vrij beroep,geen familie,geen of onbekend,28,207402,20,3,overig buitenland,in Amsterdam,0,buiten asd of dood,0
207451,35,Amsterdam,1840,Waals Hervormd,gehuwd,238,makelaar,1844,steden Nederland,Nederlands Hervormd,6,2,0,-1,115,312,58,484,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,207452,-1,-1,-1,-1,-1,-1,-1
207501,48,Amsterdam,1833,Hersteld Luthers,gehuwd,warenhandel,koopman,1839,Amsterdam,Nederlands Hervormd,6,1,0,-1,0,54,140,194,1861,vader overleden,vader overleden,koopman,zonder,koopman,oom/neef man,koopman,broer/zwager vrouw,koopman,oom/neef vrouw,koopman,broer/zwager vrouw,"f.15,-",28,207502,22,3,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
207551,2,platteland Nederland,1809,Nederlands Hervormd,gehuwd,warenhandel,koopman,1801,Amsterdam,Evangelisch Luthers,0,1,0,-1,109,6,19,134,1846,zonder,vader overleden,koopman,zonder,predikant,broer/zwager man,zonder,geen familie,koopman,geen familie,zonder,broer/zwager vrouw,geen of onbekend,37,207552,44,weduwe,Amsterdam,buiten asd of dood,0,buiten asd of dood,0
